Инструмент;Embedding Dimension;Time Delay;Radius;RR;DET;LAM;TT;DIV;diag_entr;vert_entr;white_vert_entr;MINLINE;Доходность;Волатильность;Sharpe Ratio
AMZN;2;3;1.0;0.006;0.0339;0.1721;2.0323;0.5;0.0;0.1425;5.302;2;-58.2284;0.0316;-1.1711
META;2;3;1.0;0.0048;0.0;0.0408;2.0;1.0;0.0;0.0;5.4334;2;-81.5559;0.0406;-1.2769
XOM;2;3;1.0;0.0103;0.1443;0.3491;2.1765;0.5;0.0;0.4889;5.0852;2;65.175;0.022;1.8785
CVX;2;3;1.0;0.0073;0.0808;0.157;2.0588;0.5;0.0;0.2237;5.2088;2;49.8271;0.0208;1.5241
BP;2;3;1.0;0.1069;0.7247;0.8501;3.7441;0.0556;1.3858;1.7746;3.7949;2;35.047;0.0224;0.9917
GAZP.ME;2;3;1.0;0.0151;0.0;0.1176;2.0;1.0;0.0;0.0;4.2537;2;-12.4395;0.0606;-0.4235
LUKOY;2;3;1.0;0.6583;0.9991;0.9986;98.1262;0.0063;3.9796;0.8054;1.913;2;-148.0278;0.0921;-1.021
TSLA;2;3;1.0;0.0043;0.0;0.0305;2.0;1.0;0.0;0.0;5.4832;2;-96.1875;0.0412;-1.4841
F;2;3;1.0;0.1575;0.9091;0.9489;7.6848;0.0147;2.3283;2.7764;3.9842;2;-47.4797;0.0309;-0.9761
GM;2;3;1.0;0.0415;0.4653;0.6618;2.6308;0.0909;0.9261;1.0725;4.1238;2;-49.7023;0.0277;-1.1394
TM;2;3;1.0;0.0084;0.0889;0.195;2.1042;0.5;0.0;0.3341;5.1142;2;-27.2904;0.0173;-1.0008
HMC;2;3;1.0;0.1607;0.8514;0.9066;6.1659;0.0167;1.9217;2.461;3.6089;2;-15.5847;0.0176;-0.5629
GLD;2;3;1.0;0.0155;0.2542;0.4477;2.1726;0.125;0.4393;0.4882;4.8026;2;1.9204;0.0096;0.1271
SLV;2;3;1.0;0.1485;0.8891;0.9389;6.4593;0.0068;2.0783;2.548;3.7157;2;8.3313;0.019;0.2788
PALL;2;3;1.0;0.0055;0.0;0.0412;2.0;1.0;0.0;0.0;5.3589;2;10.6484;0.0324;0.2089
PLAT;2;3;1.0;0.0585;0.6313;0.7994;3.1592;0.0667;1.2422;1.4801;3.87;2;-49.7611;0.025;-1.2643
FCX;2;3;1.0;0.0252;0.3138;0.5581;2.4338;0.1667;0.3979;0.851;4.4529;2;7.3001;0.034;0.1364
SPY;2;3;1.0;0.0052;0.0556;0.0875;2.0;0.5;0.0;0.0;5.3882;2;-17.7133;0.0153;-0.7353
IVV;2;3;1.0;0.0052;0.0541;0.087;2.0;0.5;0.0;0.0;5.3917;2;-17.7171;0.0153;-0.7358
VOO;2;3;1.0;0.0054;0.0476;0.0843;2.0;0.5;0.0;0.0;5.3769;2;-17.7629;0.0153;-0.7395
QQQ;2;3;1.0;0.0048;0.087;0.0408;2.0;0.5;0.0;0.0;5.4336;2;-35.2202;0.0203;-1.1027
DIA;2;3;1.0;0.0072;0.0833;0.1591;2.0;0.5;0.0;0.0;5.2246;2;-5.9812;0.0125;-0.3045
